ticker,cls,sign,total,mean_pnl,median_pnl,wins,win_rate,win_rate_lb,pnl_lb,gamma,gamma_n,gamma_mean,gamma_rate,alpha,sigma
A,EXIT04,neg,4,2.4170146,2.2913637,4,1.0,0.5100999795960008,0.64412838835058,,,,,0.6948023041089376,
A,EXIT04,pos,2,2.1936767,2.1936767,2,1.0,0.3423719528896193,0.46472078323364285,,,,,0.10698861877123515,
A,EXIT07,neg,2,-0.9327053,-0.9327053,1,0.5,0.09452865480086611,-5.347909841537476,,,,,0.6948023041089376,
A,EXIT07,pos,2,4.0973835,4.0973835,2,1.0,0.3423719528896193,0.8367242908477786,,,,,0.10698861877123515,
A,EXIT18,neg,1,0.044275522,0.044275522,1,1.0,0.20654329147389294,,,,,,0.6948023041089376,
A,PRINT,neg,14,1.3751569,1.5500767,12,0.8571428571428571,0.600580922361363,0.5142565984525028,0.5,14.0,1.3751569986343384,0.8571428571428571,0.6948023041089376,
A,PRINT,pos,15,1.4662375,1.6575129,13,0.8666666666666667,0.6211750079348376,0.4667895895041383,0.5,15.0,1.4662376642227173,0.8666666666666667,0.10698861877123515,
AA,EXIT04,neg,21,2.979225,2.1660185,18,0.8571428571428571,0.6536350585077049,1.680822975897804,0.5,21.0,2.9792251586914062,0.8571428571428571,2.4165666445696843e-06,
AA,EXIT04,pos,12,2.9410083,2.665,11,0.9166666666666666,0.6461140782014047,1.4648912444772983,0.5,12.0,2.9410083293914795,0.9166666666666666,0.2771199643611908,
AA,EXIT07,neg,21,2.8149948,2.347794,17,0.8095238095238095,0.599990134607267,1.3648021855732209,0.5,21.0,2.8149945735931396,0.8095238095238095,2.4165666445696843e-06,
AA,EXIT07,pos,11,2.3177114,1.7927985,9,0.8181818181818182,0.5230138624217553,0.6352692198268286,0.5,11.0,2.317711353302002,0.8181818181818182,0.2771199643611908,
AA,EXIT18,neg,22,-0.091451146,0.11012709,14,0.6363636363636364,0.4295134934371804,-0.3949324100978664,,,,,2.4165666445696843e-06,
AA,EXIT18,pos,11,0.2894515,0.0718832,7,0.6363636363636364,0.35379677689163724,-0.09654348134366791,,,,,0.2771199643611908,
AA,EXIT21,neg,21,-0.04535114,-0.08170712,8,0.38095238095238093,0.20750767797982508,-0.431331703796631,,,,,2.4165666445696843e-06,
AA,EXIT21,pos,12,-0.21819474,-0.349796,3,0.25,0.08894003962896137,-0.5145539507557124,,,,,0.2771199643611908,
AA,PRINT,neg,22,2.5102,2.113488,17,0.7727272727272727,0.5655964393704065,0.9341880903243225,0.5,22.0,2.510200262069702,0.7727272727272727,2.4165666445696843e-06,
AA,PRINT,pos,12,2.9044302,2.7438233,10,0.8333333333333334,0.5519636426153274,1.2889975831433529,0.5,12.0,2.904430389404297,0.8333333333333334,0.2771199643611908,
AAAU,EXIT04,neg,14,1.762052,1.639887,12,0.8571428571428571,0.600580922361363,0.9756084336106603,0.5,14.0,1.7620519399642944,0.8571428571428571,1.39103764295578,
AAAU,EXIT04,pos,9,1.7399044,1.8184522,8,0.8888888888888888,0.5649937852319398,0.7548366997869476,0.5,9.0,1.7399044036865234,0.8888888888888888,0.10892350785434246,
AAAU,EXIT07,neg,8,1.136606,1.4423193,6,0.75,0.40926987910258916,0.22125350785400832,0.5,8.0,1.136605978012085,0.75,1.39103764295578,
AAAU,EXIT07,pos,10,1.3121511,1.3100085,9,0.9,0.5958436145024278,0.4322574406080283,0.5,10.0,1.3121511936187744,0.9,0.10892350785434246,
AAAU,EXIT18,neg,8,0.05610141,-0.08387506,2,0.25,0.07147768885802765,-0.20137051687909197,,,,,1.39103764295578,
AAAU,EXIT18,pos,7,-0.12915924,-0.16714358,2,0.2857142857142857,0.08221716570901548,-0.2759435947211698,,,,,0.10892350785434246,
AAAU,EXIT21,neg,10,0.0059266626,-0.030146778,5,0.5,0.2365895936154873,-0.4522247243919564,,,,,1.39103764295578,
AAAU,EXIT21,pos,10,0.008132723,0.042386383,6,0.6,0.3126695474501863,-0.31374646645312104,,,,,0.10892350785434246,
AAAU,PRINT,neg,15,1.617407,1.8398801,12,0.8,0.5481406466534955,0.6748977596752127,0.5,15.0,1.617406964302063,0.8,1.39103764295578,
AAAU,PRINT,pos,15,1.4371613,1.8803567,12,0.8,0.5481406466534955,0.5336019123158874,0.5,15.0,1.4371613264083862,0.8,0.10892350785434246,
AADX,EXIT04,neg,4,3.3943973,2.6962352,4,1.0,0.5100999795960008,1.4118633950675192,,,,,0.09947977587580681,
AADX,EXIT04,pos,7,7.6930876,7.897418,6,0.8571428571428571,0.4868654966809702,2.911853278843722,,,,,0.7179356614748637,
AADX,EXIT07,neg,6,5.8607535,5.780217,6,1.0,0.6096569663469354,2.7355343129392446,,,,,0.09947977587580681,
AADX,EXIT07,pos,9,4.6641026,0.85276693,6,0.6666666666666666,0.35419734749908977,0.10242261165680855,0.5,9.0,4.664102554321289,0.6666666666666666,0.7179356614748637,
AADX,EXIT18,neg,6,0.9944213,0.4634199,6,1.0,0.6096569663469354,0.0828794421868504,,,,,0.09947977587580681,
AADX,EXIT18,pos,8,-1.0865072,-0.8253707,1,0.125,0.02241690886329618,-2.045985214910595,,,,,0.7179356614748637,
AADX,EXIT21,neg,2,0.9183624,0.9183624,2,1.0,0.3423719528896193,-0.7779764461517331,,,,,0.09947977587580681,
AADX,EXIT21,pos,1,-2.11841,-2.11841,0,0.0,0.0,,,,,,0.7179356614748637,
AADX,PRINT,neg,12,5.445174,6.0791974,10,0.8333333333333334,0.5519636426153274,2.8633804868820647,0.5,12.0,5.445174694061279,0.8333333333333334,0.09947977587580681,
AADX,PRINT,pos,18,5.7455487,4.2859755,16,0.8888888888888888,0.6719975513339578,2.6021030201109707,0.5,18.0,5.745549201965332,0.8888888888888888,0.7179356614748637,
AAL,EXIT04,neg,15,3.3562486,3.0739298,15,1.0,0.7961107336956521,2.313365637288169,0.5,15.0,3.356248378753662,1.0,0.17996937781572342,
AAL,EXIT04,pos,18,2.9698727,2.886179,17,0.9444444444444444,0.7424220019799247,1.670622642851611,0.5,18.0,2.96987247467041,0.9444444444444444,0.8113721410433451,
AAL,EXIT07,neg,15,3.0726287,3.2451835,14,0.9333333333333333,0.70182922447576,1.9039590845874388,0.5,15.0,3.0726287364959717,0.9333333333333333,0.17996937781572342,
AAL,EXIT07,pos,18,2.8340623,2.7469528,16,0.8888888888888888,0.6719975513339578,1.6944608501869218,0.5,18.0,2.834062337875366,0.8888888888888888,0.8113721410433451,
AAL,EXIT18,neg,19,-0.1802015,-0.068339825,5,0.2631578947368421,0.11806238339540162,-0.32813507892202187,,,,,0.17996937781572342,
AAL,EXIT18,pos,23,0.15044367,0.1335144,15,0.6521739130434783,0.4488997690689163,0.03553792696046473,0.5,23.0,0.1504436731338501,0.6521739130434783,0.8113721410433451,
AAL,EXIT21,neg,11,-0.01738199,0.0,5,0.45454545454545453,0.21270957543988048,-0.21891888234841034,,,,,0.17996937781572342,
AAL,EXIT21,pos,13,0.06066163,-0.05580485,5,0.38461538461538464,0.17709446581236818,-0.1438930747015995,,,,,0.8113721410433451,
AAL,PRINT,neg,15,2.9513564,3.6226285,12,0.8,0.5481406466534955,1.4216807509863687,0.5,15.0,2.9513564109802246,0.8,0.17996937781572342,
AAL,PRINT,pos,18,2.851251,2.5480027,14,0.7777777777777778,0.547849735476945,1.5305999578037883,0.5,18.0,2.851250648498535,0.7777777777777778,0.8113721410433451,
AALG,EXIT04,neg,1,8.207051,8.207051,1,1.0,0.20654329147389294,,,,,,0.6438857316970825,
AALG,EXIT04,pos,1,7.9554663,7.9554663,1,1.0,0.20654329147389294,,,,,,0.4533693492412567,
AALG,EXIT18,neg,1,0.89552784,0.89552784,1,1.0,0.20654329147389294,,,,,,0.6438857316970825,
AALG,EXIT18,pos,1,0.052319884,0.052319884,1,1.0,0.20654329147389294,,,,,,0.4533693492412567,
AALG,EXIT21,pos,1,-0.10465956,-0.10465956,0,0.0,0.0,,,,,,0.4533693492412567,
AALG,PRINT,neg,5,8.788685,7.505999,4,0.8,0.37552826411853885,2.868849064538299,,,,,0.6438857316970825,
AALG,PRINT,pos,5,4.165047,3.0432408,5,1.0,0.565508505247919,1.8700914384687097,,,,,0.4533693492412567,
AAME,EXIT18,neg,1,-1.1111102,-1.1111102,0,0.0,0.0,,,,,,1.2160863280296326,
AAME,PRINT,neg,2,3.3270283,3.3270283,1,0.5,0.09452865480086611,-3.2162133073806762,,,,,1.2160863280296326,
AAME,PRINT,pos,2,-0.84691954,-0.84691954,1,0.5,0.09452865480086611,-9.457405395507811,,,,,0.6120300889015198,
AAMI,EXIT04,neg,1,1.2538171,1.2538171,1,1.0,0.20654329147389294,,,,,,1.21192267537117,
AAMI,EXIT04,pos,2,2.4285424,2.4285424,2,1.0,0.3423719528896193,-0.06363242149353043,,,,,2.383236348628998,
AAMI,EXIT07,neg,3,0.49564555,0.6365304,2,0.6666666666666666,0.20765495512648788,-0.6146378710377707,,,,,1.21192267537117,
AAMI,EXIT07,pos,2,2.2065768,2.2065768,2,1.0,0.3423719528896193,2.198574070930481,,,,,2.383236348628998,
AAMI,EXIT18,neg,1,1.3603221,1.3603221,1,1.0,0.20654329147389294,,,,,,1.21192267537117,
AAMI,EXIT18,pos,1,-0.66831803,-0.66831803,0,0.0,0.0,,,,,,2.383236348628998,
AAMI,PRINT,neg,14,2.047971,1.921601,12,0.8571428571428571,0.600580922361363,1.0431923718547684,0.5,14.0,2.047971248626709,0.8571428571428571,1.21192267537117,
AAMI,PRINT,pos,19,2.8498838,2.6425548,17,0.8947368421052632,0.6860544950515831,1.6171277433850142,0.5,19.0,2.849883794784546,0.8947368421052632,2.383236348628998,
AAOG,EXIT04,neg,21,14.758208,13.382588,20,0.9523809523809523,0.7733018341376451,9.607978947287712,0.5,21.0,14.758207321166992,0.9523809523809523,3.787827730178833,
AAOG,EXIT04,pos,17,19.540884,20.026413,16,0.9411764705882353,0.730174547964372,14.477501365747726,0.5,17.0,19.540884017944336,0.9411764705882353,1.6339834928512573,
AAOG,EXIT07,neg,21,14.745247,10.414967,20,0.9523809523809523,0.7733018341376451,9.305702941938295,0.5,21.0,14.745246887207031,0.9523809523809523,3.787827730178833,
AAOG,EXIT07,pos,16,17.371893,18.52575,15,0.9375,0.7167073163197013,11.036078881626848,0.5,16.0,17.371891021728516,0.9375,1.6339834928512573,
AAOG,EXIT18,neg,21,0.5047662,0.0,10,0.47619047619047616,0.28343712296762946,-0.6705079836840557,,,,,3.787827730178833,
AAOG,EXIT18,pos,15,-0.104607396,0.26455688,8,0.5333333333333333,0.3011663015105079,-2.1872323525801436,,,,,1.6339834928512573,
AAOG,EXIT21,neg,19,1.3863422,1.2285058,10,0.5263157894736842,0.31707482511825114,-0.6820262182277923,,,,,3.787827730178833,
AAOG,EXIT21,pos,16,0.12004823,1.9247665,10,0.625,0.38640647097934805,-3.444555325960132,,,,,1.6339834928512573,
AAOG,PRINT,neg,21,15.090841,10.630283,17,0.8095238095238095,0.599990134607267,8.43133720046318,0.5,21.0,15.090840339660645,0.8095238095238095,3.787827730178833,
AAOG,PRINT,pos,17,19.529121,22.591166,15,0.8823529411764706,0.6566315750229009,12.914642060708541,0.5,17.0,19.52912139892578,0.8823529411764706,1.6339834928512573,
AAOI,EXIT04,neg,20,7.3180814,5.5863657,19,0.95,0.7638641064874331,4.811601080626586,0.5,20.0,7.318081855773926,0.95,0.8524786233901978,
AAOI,EXIT04,pos,17,9.759977,10.753208,16,0.9411764705882353,0.730174547964372,7.112809414103246,0.5,17.0,9.759977340698242,0.9411764705882353,0.9184181094169617,
AAOI,EXIT07,neg,20,7.6445785,5.652137,19,0.95,0.7638641064874331,4.984143928822716,0.5,20.0,7.644578456878662,0.95,0.8524786233901978,
AAOI,EXIT07,pos,17,9.098745,10.213518,16,0.9411764705882353,0.730174547964372,6.044401917525654,0.5,17.0,9.098745346069336,0.9411764705882353,0.9184181094169617,
AAOI,EXIT18,neg,27,0.09509871,0.16738892,15,0.5555555555555556,0.3731271947957688,-0.39815021537390755,,,,,0.8524786233901978,
AAOI,EXIT18,pos,20,0.15443952,0.18666059,11,0.55,0.34208200830759966,-0.5287274563921904,,,,,0.9184181094169617,
AAOI,EXIT21,neg,19,0.91797554,1.2985725,11,0.5789473684210527,0.3627555146516011,-0.18375691325583698,,,,,0.8524786233901978,
AAOI,EXIT21,pos,17,-0.10039723,0.68989706,11,0.6470588235294118,0.41299966721211817,-1.6656397180326545,,,,,0.9184181094169617,
AAOI,PRINT,neg,20,7.816125,5.679197,18,0.9,0.6989617935882066,4.547525363103175,0.5,20.0,7.816123962402344,0.9,0.8524786233901978,
AAOI,PRINT,pos,17,10.18489,11.675943,16,0.9411764705882353,0.730174547964372,7.106332808689256,0.5,17.0,10.184889793395996,0.9411764705882353,0.9184181094169617,
AAON,EXIT04,neg,2,4.5446367,4.5446367,2,1.0,0.3423719528896193,-2.7103643703460696,,,,,0.4054969996213913,
AAON,EXIT04,pos,2,2.6909533,2.6909533,2,1.0,0.3423719528896193,2.338721127510071,,,,,3.8799002965291343,
AAON,EXIT07,neg,4,4.062946,4.5634203,3,0.75,0.30063605244263664,-0.10661824600484948,,,,,0.4054969996213913,
AAON,EXIT07,pos,2,3.264682,3.264682,2,1.0,0.3423719528896193,-1.1387996888160705,,,,,3.8799002965291343,
AAON,EXIT18,neg,1,1.6961911,1.6961911,1,1.0,0.20654329147389294,,,,,,0.4054969996213913,
AAON,EXIT18,pos,2,-0.8791706,-0.8791706,0,0.0,0.0,-1.2780193281173706,,,,,3.8799002965291343,
AAON,EXIT21,pos,2,-0.4838904,-0.4838904,1,0.5,0.09452865480086611,-3.4816676712036134,,,,,3.8799002965291343,
AAON,PRINT,neg,16,4.2036653,4.6160116,13,0.8125,0.5699064013154177,1.9717528551257169,0.5,16.0,4.203665256500244,0.8125,0.4054969996213913,
AAON,PRINT,pos,14,2.5623899,3.062582,10,0.7142857142857143,0.4535045882751561,1.2045537913283384,0.5,14.0,2.562389850616455,0.7142857142857143,3.8799002965291343,
AAOX,EXIT04,neg,21,13.937694,11.873131,18,0.8571428571428571,0.6536350585077049,8.830693320622878,0.5,21.0,13.937694549560547,0.8571428571428571,4.123473882675171,
AAOX,EXIT04,pos,17,19.112247,20.108627,16,0.9411764705882353,0.730174547964372,13.650137002230306,0.5,17.0,19.112247467041016,0.9411764705882353,1.5339635610580444,
AAOX,EXIT07,neg,21,14.601802,11.013151,19,0.9047619047619048,0.7108541613925933,9.409342314013934,0.5,21.0,14.601800918579102,0.9047619047619048,4.123473882675171,
AAOX,EXIT07,pos,17,17.84608,19.607052,16,0.9411764705882353,0.730174547964372,11.735475592932161,0.5,17.0,17.846078872680664,0.9411764705882353,1.5339635610580444,
AAOX,EXIT18,neg,28,0.27883443,0.08484173,15,0.5357142857142857,0.35812395142101666,-0.7009899714431617,,,,,4.123473882675171,
AAOX,EXIT18,pos,20,0.08657266,0.0064048767,10,0.5,0.2992949144298199,-1.5702586873075175,,,,,1.5339635610580444,
AAOX,EXIT21,neg,20,1.5787877,1.8017344,15,0.75,0.5312949900419365,-0.3536502507467649,,,,,4.123473882675171,
AAOX,EXIT21,pos,17,-0.50977325,1.100709,11,0.6470588235294118,0.41299966721211817,-4.045135189069541,,,,,1.5339635610580444,
AAOX,PRINT,neg,21,14.8529625,12.018234,18,0.8571428571428571,0.6536350585077049,8.471141930165281,0.5,21.0,14.852961540222168,0.8571428571428571,4.123473882675171,
AAOX,PRINT,pos,17,20.024326,22.100142,15,0.8823529411764706,0.6566315750229009,13.784182139374128,0.5,17.0,20.02432632446289,0.8823529411764706,1.5339635610580444,
AAOZ,EXIT04,neg,5,24.88883,27.440495,5,1.0,0.565508505247919,14.228176317401937,,,,,1.539781093597412,
AAOZ,EXIT04,pos,6,16.004572,17.01406,6,1.0,0.6096569663469354,8.032279261204382,,,,,3.1353135108947754,
AAOZ,EXIT07,neg,5,12.571428,4.0738087,4,0.8,0.37552826411853885,-4.791230971206247,,,,,1.539781093597412,
AAOZ,EXIT07,pos,6,20.230713,21.860775,6,1.0,0.6096569663469354,9.91321622176793,,,,,3.1353135108947754,
AAOZ,EXIT18,neg,5,-0.38726196,0.22107315,3,0.6,0.23071993220883702,-2.627191884312986,,,,,1.539781093597412,
AAOZ,EXIT18,pos,4,-1.1161668,-1.257658,1,0.25,0.045586062644636216,-3.463341289148073,,,,,3.1353135108947754,
AAOZ,EXIT21,neg,5,-2.8179157,-0.20544434,2,0.4,0.11761823115925325,-7.137921412940816,,,,,1.539781093597412,
AAOZ,EXIT21,pos,4,3.345705,2.5084226,2,0.5,0.15003570882017145,-6.198107882501121,,,,,3.1353135108947754,
AAOZ,PRINT,neg,6,16.223343,10.148505,5,0.8333333333333334,0.4364905634363539,0.014790333458304161,,,,,1.539781093597412,
AAOZ,PRINT,pos,6,19.093899,16.877316,5,0.8333333333333334,0.4364905634363539,3.837727616087408,,,,,3.1353135108947754,
AAP,EXIT04,neg,1,7.302727,7.302727,1,1.0,0.20654329147389294,,,,,,1.6980913480122883,
AAP,EXIT07,neg,6,3.847708,2.8617597,6,1.0,0.6096569663469354,1.5387309342955735,,,,,1.6980913480122883,
AAP,EXIT07,pos,1,0.8282993,0.8282993,1,1.0,0.20654329147389294,,,,,,1.282497763633728,
AAP,EXIT18,neg,1,0.19521523,0.19521523,1,1.0,0.20654329147389294,,,,,,1.6980913480122883,
AAP,EXIT18,pos,1,-1.496623,-1.496623,0,0.0,0.0,,,,,,1.282497763633728,
AAP,PRINT,neg,20,3.1891968,2.3963916,18,0.9,0.6989617935882066,1.968974052063265,0.5,20.0,3.189197063446045,0.9,1.6980913480122883,
AAP,PRINT,pos,13,2.916569,2.3308282,12,0.9230769230769231,0.6668546607175265,1.8965482524415926,0.5,13.0,2.9165687561035156,0.9230769230769231,1.282497763633728,
AAPB,EXIT04,neg,6,2.795124,4.410618,5,0.8333333333333334,0.4364905634363539,-3.7591878736358604,,,,,0.5987590253353119,
AAPB,EXIT04,pos,6,2.0981066,1.3746176,6,1.0,0.6096569663469354,0.1862782066290174,,,,,0.48398326337337494,
AAPB,EXIT07,neg,5,-0.52199686,3.2852004,4,0.8,0.37552826411853885,-7.202853940873111,,,,,0.5987590253353119,
AAPB,EXIT07,pos,2,1.0659275,1.0659275,2,1.0,0.3423719528896193,0.9791384863853455,,,,,0.48398326337337494,
AAPB,EXIT18,neg,6,-2.3918295,-0.16215026,2,0.3333333333333333,0.09676933255921684,-6.758137352899375,,,,,0.5987590253353119,
AAPB,EXIT21,neg,6,-1.6249399,-0.22203612,3,0.5,0.1876128068994087,-5.959849432239904,,,,,0.5987590253353119,
AAPB,EXIT21,pos,3,0.22234078,0.18059778,3,1.0,0.4384939195509822,0.0004871048255358501,,,,,0.48398326337337494,
AAPB,PRINT,neg,13,2.3766584,3.6948395,11,0.8461538461538461,0.5776482949136899,-1.225287676920939,1.7,8.0,5.461453914642334,1.0,0.5987590253353119,
AAPB,PRINT,pos,10,2.1516054,1.7108603,9,0.9,0.5958436145024278,0.8607878893391991,0.5,10.0,2.1516051292419434,0.9,0.48398326337337494,
AAPD,EXIT04,neg,14,1.6623862,1.2790816,14,1.0,0.7846829880728186,1.1408103468883786,0.5,14.0,1.6623860597610474,1.0,0.10075993277132511,
AAPD,EXIT04,pos,12,1.5888282,1.669885,10,0.8333333333333334,0.5519636426153274,0.17731558601601582,0.5,12.0,1.588828206062317,0.8333333333333334,1.53389310836792,
AAPD,EXIT07,neg,10,1.7641546,1.6008705,10,1.0,0.7224598312333834,1.180138166710977,0.5,10.0,1.7641544342041016,1.0,0.10075993277132511,
AAPD,EXIT07,pos,9,0.63111085,1.5854502,7,0.7777777777777778,0.4525833436728054,-1.0949951200387422,,,,,1.53389310836792,
AAPD,EXIT18,neg,10,0.13906416,0.17203346,9,0.9,0.5958436145024278,0.02083432322785725,0.5,10.0,0.13906416296958923,0.9,0.10075993277132511,
AAPD,EXIT18,pos,9,-0.8387118,-0.17345619,2,0.2222222222222222,0.0632237623122272,-2.2599974672041014,,,,,1.53389310836792,
AAPD,EXIT21,neg,7,-0.0595059,0.0,2,0.2857142857142857,0.08221716570901548,-0.24870865529260067,,,,,0.10075993277132511,
AAPD,EXIT21,pos,6,-0.75734955,0.045290917,3,0.5,0.1876128068994087,-2.9311825947832277,,,,,1.53389310836792,
AAPD,PRINT,neg,15,1.6976538,1.7164478,15,1.0,0.7961107336956521,1.2124234200412727,0.5,15.0,1.6976536512374878,1.0,0.10075993277132511,
AAPD,PRINT,pos,12,1.2632233,1.6392868,10,0.8333333333333334,0.5519636426153274,-0.5215152209391285,,,,,1.53389310836792,
AAPE,EXIT18,neg,1,-13.87449,-13.87449,0,0.0,0.0,,,,,,0.3936987817287445,
AAPE,EXIT18,pos,1,-1.1813765,-1.1813765,0,0.0,0.0,,,,,,0.4778175354003906,
AAPG,PRINT,neg,1,0.6295314,0.6295314,1,1.0,0.20654329147389294,,,,,,0.2920578718185425,
AAPL,EXIT04,neg,12,1.5942968,1.7976518,11,0.9166666666666666,0.6461140782014047,0.07701414198773371,0.5,12.0,1.5942968130111694,0.9166666666666666,1.6063915193080902,
AAPL,EXIT04,pos,16,1.5132775,1.2122389,15,0.9375,0.7167073163197013,1.0098562237054256,0.5,16.0,1.5132774114608765,0.9375,0.21571305021643639,
AAPL,EXIT07,neg,12,1.4821608,1.6391771,10,0.8333333333333334,0.5519636426153274,-0.20031396182815486,,,,,1.6063915193080902,
AAPL,EXIT07,pos,16,1.5431197,1.199575,16,1.0,0.8063865817272801,1.060222072493512,0.5,16.0,1.5431196689605713,1.0,0.21571305021643639,
AAPL,EXIT18,neg,15,-0.45312297,-0.006820202,7,0.4666666666666667,0.24809225259746442,-1.3491288983322196,,,,,1.6063915193080902,
AAPL,EXIT18,pos,20,0.004979913,0.04460752,12,0.6,0.38657794231520604,-0.04666300574066833,,,,,0.21571305021643639,
AAPL,EXIT21,neg,12,-0.29554948,0.037461057,7,0.5833333333333334,0.3195073356553728,-1.3554576583483773,,,,,1.6063915193080902,
AAPL,EXIT21,pos,16,-0.10629468,-0.09364718,4,0.25,0.10181901984237347,-0.22582351824931096,,,,,0.21571305021643639,
AAPL,PRINT,neg,12,1.28003,1.6487393,10,0.8333333333333334,0.5519636426153274,-0.5406445662985053,,,,,1.6063915193080902,
AAPL,PRINT,pos,16,1.5426519,1.5902287,15,0.9375,0.7167073163197013,1.0173044643711142,0.5,16.0,1.542651891708374,0.9375,0.21571305021643639,
AAPU,EXIT04,neg,15,2.670255,2.994732,12,0.8,0.5481406466534955,0.3218587776380888,0.5,15.0,2.670254945755005,0.8,3.268563667933146,
AAPU,EXIT04,pos,20,2.305816,1.8562125,18,0.9,0.6989617935882066,1.4103824445804318,0.5,20.0,2.305816173553467,0.9,4.379620869954427,
AAPU,EXIT07,neg,14,2.7993727,3.1523924,12,0.8571428571428571,0.600580922361363,-0.037013358825023435,0.6,12.0,3.2731592655181885,0.9166666666666666,3.268563667933146,
AAPU,EXIT07,pos,19,2.6006458,2.2582066,17,0.8947368421052632,0.6860544950515831,1.6978883183922315,0.5,19.0,2.6006460189819336,0.8947368421052632,4.379620869954427,
AAPU,EXIT18,neg,15,-0.8027547,-0.035547495,7,0.4666666666666667,0.24809225259746442,-2.5226855074332164,,,,,3.268563667933146,
AAPU,EXIT18,pos,22,0.043322597,0.025333107,14,0.6363636363636364,0.4295134934371804,-0.1254311316942529,,,,,4.379620869954427,
AAPU,EXIT21,neg,13,-0.68695885,0.0,6,0.46153846153846156,0.23205754301488138,-2.570799329775939,,,,,3.268563667933146,
AAPU,EXIT21,pos,19,-0.09939659,-0.09066963,9,0.47368421052631576,0.2732950548744854,-0.4344681011487256,,,,,4.379620869954427,
AAPU,PRINT,neg,15,2.4734526,2.9936893,13,0.8666666666666667,0.6211750079348376,-0.32117894371532385,,,,,3.268563667933146,
AAPU,PRINT,pos,20,2.441986,2.4333792,17,0.85,0.6395767041130426,1.4297069856000162,0.5,20.0,2.441986322402954,0.85,4.379620869954427,
AAPW,EXIT07,neg,1,-6.177345,-6.177345,0,0.0,0.0,,,,,,0.6664958000183105,
AAPW,EXIT18,neg,1,-7.456547,-7.456547,0,0.0,0.0,,,,,,0.6664958000183105,
AAPW,EXIT21,neg,1,-7.5251617,-7.5251617,0,0.0,0.0,,,,,,0.6664958000183105,
AAPW,PRINT,neg,2,-3.9191835,-3.9191835,1,0.5,0.09452865480086611,-17.85841888427734,,,,,0.6664958000183105,
AAPW,PRINT,pos,1,1.8461192,1.8461192,1,1.0,0.20654329147389294,,,,,,0.5559757947921753,
AAPX,EXIT04,neg,5,3.4351542,4.0747585,4,0.8,0.37552826411853885,-3.8370747083350416,,,,,0.338517889380455,
AAPX,EXIT04,pos,2,2.7108774,2.7108774,2,1.0,0.3423719528896193,2.0503059911727908,,,,,0.9916058778762817,
AAPX,EXIT07,neg,5,2.388395,3.443914,4,0.8,0.37552826411853885,-5.842510734528425,,,,,0.338517889380455,
AAPX,EXIT07,pos,2,3.6229851,3.6229851,2,1.0,0.3423719528896193,3.2522654247283938,,,,,0.9916058778762817,
AAPX,EXIT18,neg,4,-3.8984923,-1.4763509,0,0.0,0.0,-9.567199329441104,,,,,0.338517889380455,
AAPX,EXIT21,neg,3,-3.9994802,-0.47897887,1,0.3333333333333333,0.061490315276160515,-12.053949943783765,,,,,0.338517889380455,
AAPX,EXIT21,pos,3,-0.6260318,-0.45735836,0,0.0,0.0,-1.4467090952156911,,,,,0.9916058778762817,
AAPX,PRINT,neg,11,2.5181503,3.3665798,9,0.8181818181818182,0.5230138624217553,-1.3855175676040328,,,,,0.338517889380455,
AAPX,PRINT,pos,7,3.9410217,4.321611,6,0.8571428571428571,0.4868654966809702,1.7723902979707296,,,,,0.9916058778762817,
AARD,EXIT07,neg,1,4.494574,4.494574,1,1.0,0.20654329147389294,,,,,,1.5233114361763,
AARD,EXIT07,pos,2,6.573142,6.573142,2,1.0,0.3423719528896193,5.574253301620484,,,,,2.2840380668640137,
AARD,EXIT18,neg,1,1.6949137,1.6949137,1,1.0,0.20654329147389294,,,,,,1.5233114361763,
AARD,EXIT18,pos,4,0.3566203,0.50108266,2,0.5,0.15003570882017145,-1.7967681189931284,,,,,2.2840380668640137,
AARD,PRINT,neg,17,6.056069,4.773745,16,0.9411764705882353,0.730174547964372,3.1662135413544332,0.5,17.0,6.056069374084473,0.9411764705882353,1.5233114361763,
AARD,PRINT,pos,19,6.8241878,5.6157827,19,1.0,0.8318156346315495,4.534888305524708,0.5,19.0,6.824188232421875,1.0,2.2840380668640137,
AAT,EXIT04,pos,3,2.3060117,2.1464314,3,1.0,0.4384939195509822,1.5128252424565682,,,,,0.3879140118757884,
AAT,EXIT07,pos,1,3.366366,3.366366,1,1.0,0.20654329147389294,,,,,,0.3879140118757884,
AAT,PRINT,neg,11,1.4949234,2.0474193,10,0.9090909090909091,0.6226353745137962,0.3528408437568167,0.5,11.0,1.4949233531951904,0.9090909090909091,0.19084425643086433,
AAT,PRINT,pos,12,1.0697744,0.82968223,10,0.8333333333333334,0.5519636426153274,0.45372033237997067,0.5,12.0,1.0697742700576782,0.8333333333333334,0.3879140118757884,
AAUC,EXIT07,neg,2,3.1883538,3.1883538,2,1.0,0.3423719528896193,-0.0022701835632319423,,,,,1.9162854353586833,
AAUC,EXIT07,pos,1,0.14398134,0.14398134,1,1.0,0.20654329147389294,,,,,,0.515412300825119,
AAUC,EXIT18,pos,1,0.15957832,0.15957832,1,1.0,0.20654329147389294,,,,,,0.515412300825119,
AAUC,PRINT,neg,18,3.7416632,2.3839445,14,0.7777777777777778,0.547849735476945,1.6605322760956938,0.5,18.0,3.7416632175445557,0.7777777777777778,1.9162854353586833,
