ticker,bench,events_total,days_with_entry,advanced_events_total,stack_10m_best_long_rate,stack_10m_best_long_total,stack_10m_best_long_lo,stack_10m_best_long_hi,stack_10m_best_long_avg_move,stack_10m_best_short_rate,stack_10m_best_short_total,stack_10m_best_short_lo,stack_10m_best_short_hi,stack_10m_best_short_avg_move,stack_30m_best_long_rate,stack_30m_best_long_total,stack_30m_best_long_lo,stack_30m_best_long_hi,stack_30m_best_long_avg_move,stack_30m_best_short_rate,stack_30m_best_short_total,stack_30m_best_short_lo,stack_30m_best_short_hi,stack_30m_best_short_avg_move,devsig_10m_best_long_rate,devsig_10m_best_long_total,devsig_10m_best_long_lo,devsig_10m_best_long_hi,devsig_10m_best_long_avg_move,devsig_10m_best_short_rate,devsig_10m_best_short_total,devsig_10m_best_short_lo,devsig_10m_best_short_hi,devsig_10m_best_short_avg_move,devsig_30m_best_long_rate,devsig_30m_best_long_total,devsig_30m_best_long_lo,devsig_30m_best_long_hi,devsig_30m_best_long_avg_move,devsig_30m_best_short_rate,devsig_30m_best_short_total,devsig_30m_best_short_lo,devsig_30m_best_short_hi,devsig_30m_best_short_avg_move,bench_10m_best_long_rate,bench_10m_best_long_total,bench_10m_best_long_lo,bench_10m_best_long_hi,bench_10m_best_long_avg_move,bench_10m_best_short_rate,bench_10m_best_short_total,bench_10m_best_short_lo,bench_10m_best_short_hi,bench_10m_best_short_avg_move,bench_30m_best_long_rate,bench_30m_best_long_total,bench_30m_best_long_lo,bench_30m_best_long_hi,bench_30m_best_long_avg_move,bench_30m_best_short_rate,bench_30m_best_short_total,bench_30m_best_short_lo,bench_30m_best_short_hi,bench_30m_best_short_avg_move,adv_stack_10m_best_long_rate,adv_stack_10m_best_long_total,adv_stack_10m_best_long_lo,adv_stack_10m_best_long_hi,adv_stack_10m_best_long_avg_move,adv_stack_10m_best_short_rate,adv_stack_10m_best_short_total,adv_stack_10m_best_short_lo,adv_stack_10m_best_short_hi,adv_stack_10m_best_short_avg_move,adv_stack_30m_best_long_rate,adv_stack_30m_best_long_total,adv_stack_30m_best_long_lo,adv_stack_30m_best_long_hi,adv_stack_30m_best_long_avg_move,adv_stack_30m_best_short_rate,adv_stack_30m_best_short_total,adv_stack_30m_best_short_lo,adv_stack_30m_best_short_hi,adv_stack_30m_best_short_avg_move,adv_devsig_10m_best_long_rate,adv_devsig_10m_best_long_total,adv_devsig_10m_best_long_lo,adv_devsig_10m_best_long_hi,adv_devsig_10m_best_long_avg_move,adv_devsig_10m_best_short_rate,adv_devsig_10m_best_short_total,adv_devsig_10m_best_short_lo,adv_devsig_10m_best_short_hi,adv_devsig_10m_best_short_avg_move,adv_devsig_30m_best_long_rate,adv_devsig_30m_best_long_total,adv_devsig_30m_best_long_lo,adv_devsig_30m_best_long_hi,adv_devsig_30m_best_long_avg_move,adv_devsig_30m_best_short_rate,adv_devsig_30m_best_short_total,adv_devsig_30m_best_short_lo,adv_devsig_30m_best_short_hi,adv_devsig_30m_best_short_avg_move,adv_bench_10m_best_long_rate,adv_bench_10m_best_long_total,adv_bench_10m_best_long_lo,adv_bench_10m_best_long_hi,adv_bench_10m_best_long_avg_move,adv_bench_10m_best_short_rate,adv_bench_10m_best_short_total,adv_bench_10m_best_short_lo,adv_bench_10m_best_short_hi,adv_bench_10m_best_short_avg_move,adv_bench_30m_best_long_rate,adv_bench_30m_best_long_total,adv_bench_30m_best_long_lo,adv_bench_30m_best_long_hi,adv_bench_30m_best_long_avg_move,adv_bench_30m_best_short_rate,adv_bench_30m_best_short_total,adv_bench_30m_best_short_lo,adv_bench_30m_best_short_hi,adv_bench_30m_best_short_avg_move,corr,beta
SPPP,IWM,14,14,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,40,-2.0,-1.0,-0.2331,,,,,,0.619,21,-1.0,-1.0,-0.4023,,,,,,,,,,,,,,,,,,,,,,,,,,0.6061,33,-1.0,-1.0,-0.134,,,,,,0.65,40,-1.0,-1.0,-0.2027,0.4688,1.0321
SPRO,IWM,25,27,171,,,,,,0.6,10,0.0,0.0,-1.4833,0.6,10,0.0,0.0,1.8133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6364,11,-3.0,-3.0,0.4857,0.6333,30,-2.0,-1.0,-0.3121,0.7273,11,2.0,2.0,1.1987,0.7273,44,-2.0,0.0,-0.6778,,,,,,,,,,,,,,,,,,,,,0.6,30,-1.0,-1.0,0.5744,0.6706,85,0.0,1.0,-0.7596,,,,,,0.6386,83,0.0,1.0,-1.4451,0.5822,0.8523
SPRY,IBB,27,27,217,,,,,,0.8182,11,0.0,0.0,-1.2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6486,37,3.0,5.0,-0.4904,0.8947,19,-3.0,-3.0,0.5429,0.6744,43,1.0,3.0,-1.3652,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,25,2.0,2.0,-0.4874,,,,,,0.7826,23,2.0,2.0,-0.5361,0.4781,1.0153
SPSC,IGV,13,17,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,4.0,4.0,0.3386,0.6176,34,-1.0,0.0,-0.349,0.6286,35,-1.0,0.0,0.3714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7179,39,-2.0,-1.0,-0.4093,0.8,10,1.0,1.0,0.4238,,,,,,0.7529,1.0463
SPT,IGV,16,16,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9167,12,-4.0,-4.0,0.3164,0.7188,32,-2.0,-1.0,-0.2543,0.6875,16,-2.0,-2.0,0.2155,0.6,20,0.0,0.0,-0.6325,,,,,,,,,,,,,,,,,,,,,0.6,10,-4.0,-4.0,0.2217,0.6531,49,1.0,3.0,-0.3472,0.64,25,1.0,1.0,0.9163,0.75,24,2.0,3.0,-0.5783,0.8628,1.165
SPTI,IWM,19,21,191,,,,,,,,,,,0.6923,13,0.0,0.0,0.0511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6375,160,-1.0,0.0,-0.0203,,,,,,0.6078,102,0.0,0.0,-0.0268,,,,,,,,,,,,,,,,,,,,,,,,,,0.6617,133,-1.0,1.0,-0.0216,0.6667,12,-2.0,-2.0,0.035,0.7097,62,-1.0,-1.0,-0.0225,0.5749,0.138
SPTL,IWM,27,27,232,,,,,,0.6429,14,0.0,0.0,-0.0333,0.7333,15,0.0,0.0,0.1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,12,0.0,0.0,-0.0289,0.6154,13,0.0,0.0,0.1087,,,,,,,,,,,0.6422,109,0.0,0.0,-0.0411,0.7,10,1.0,1.0,0.0443,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111,18,-2.0,-2.0,0.0618,0.625,136,-1.0,0.0,-0.0372,0.6111,18,-2.0,-2.0,0.0927,0.6,10,-3.0,-3.0,-0.0567,0.6337,0.3196
SPUS,QQQ,22,23,188,,,,,,0.6364,11,0.0,0.0,-0.3386,,,,,,0.6364,11,0.0,0.0,-0.4743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6071,56,0.0,0.0,0.0962,,,,,,0.64,25,1.0,1.0,0.1306,,,,,,,,,,,,,,,,,,,,,,,,,,0.6122,49,-1.0,-1.0,0.1493,,,,,,0.7,10,2.0,2.0,0.1657,,,,,,0.9639,0.6565
SPWR,SPY,32,32,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,24,-1.0,0.0,-2.5844,,,,,,0.625,16,0.0,0.0,-2.603,0.6,10,3.0,3.0,0.6117,0.8,10,2.0,2.0,-0.4762,,,,,,0.7222,18,-2.0,-2.0,-1.1046,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,1.0,1.0,-1.25,,,,,,0.6143,70,-1.0,-1.0,-1.0905,0.2168,0.6416
SPXL,SPY,39,39,450,0.6154,13,0.0,0.0,0.4075,,,,,,0.7692,13,0.0,0.0,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,21,0.0,0.0,0.5264,,,,,,0.6429,14,-4.0,-4.0,0.2789,,,,,,,,,,,0.6038,53,-2.0,-2.0,-0.3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9976,2.9934
SPXS,IWM,39,39,483,,,,,,0.6154,13,-1.0,-1.0,-0.425,,,,,,0.7692,13,-1.0,-1.0,-0.489,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,20,0.0,0.0,-0.3542,,,,,,0.6562,32,-1.0,0.0,-0.5262,,,,,,0.6216,74,0.0,0.0,-0.2546,0.6154,13,-4.0,-4.0,0.3113,0.6667,63,-2.0,-2.0,-0.2629,,,,,,,,,,,,,,,,,,,,,0.6111,36,-2.0,-2.0,0.3055,0.6116,121,-1.0,-1.0,-0.1843,,,,,,0.8,10,2.0,2.0,-0.3,-0.7844,-1.6174
SPXU,IWM,39,39,433,,,,,,,,,,,,,,,,0.6364,11,-1.0,-1.0,-0.6243,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,20,0.0,0.0,-0.355,,,,,,0.625,32,-1.0,0.0,-0.557,,,,,,0.6324,136,-1.0,0.0,-0.2243,0.6452,31,2.0,2.0,0.453,0.6107,149,-2.0,-1.0,-0.3162,,,,,,,,,,,,,,,,,,,,,0.6,10,2.0,2.0,0.3033,0.625,112,-1.0,-1.0,-0.1799,,,,,,0.6014,138,0.0,0.0,-0.3304,-0.8125,-1.6577
SPY,SPY,39,39,770,,,,,,,,,,,0.619,21,0.0,0.0,0.1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619,21,0.0,0.0,0.1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
SPYD,IWM,14,14,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6197,71,-1.0,-1.0,-0.0766,,,,,,0.6338,71,-1.0,-1.0,-0.1151,,,,,,,,,,,,,,,,,,,,,,,,,,0.6087,69,0.0,0.0,-0.0586,0.6207,29,-3.0,-2.0,0.1044,0.625,40,1.0,1.0,-0.1148,0.358,0.1221
SPYG,SPY,22,22,236,,,,,,,,,,,0.8,10,-1.0,-1.0,0.2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6364,11,0.0,0.0,-0.3271,,,,,,,,,,,,,,,,,,,,,0.6389,36,1.0,1.0,0.1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6036,111,0.0,0.0,0.1613,,,,,,0.9522,1.3765
SPYI,SPY,39,39,335,,,,,,,,,,,0.7,20,0.0,0.0,0.1221,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,-1.0,-1.0,0.0513,,,,,,0.6571,35,-1.0,0.0,0.1213,,,,,,,,,,,,,,,,0.6316,19,1.0,1.0,0.0942,0.6471,17,-2.0,-2.0,-0.1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6316,19,1.0,1.0,0.0942,,,,,,0.9835,0.7995
SPYM,SPY,39,39,469,,,,,,,,,,,0.65,20,0.0,0.0,0.2046,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,-1.0,-1.0,0.0825,,,,,,0.6154,13,-1.0,-1.0,0.1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979,0.9876
SPYU,SPY,39,39,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,15,-1.0,-1.0,0.3022,,,,,,0.6667,12,-1.0,-1.0,0.5338,,,,,,0.7391,23,-1.0,-1.0,0.4229,,,,,,0.6667,24,-1.0,-1.0,0.7775,0.7037,27,-4.0,-3.0,-0.5679,,,,,,,,,,,,,,,,,,,,,0.6923,13,-2.0,-2.0,0.4222,,,,,,,,,,,,,,,,0.9958,3.8218
SQM,XLB,14,14,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,30,0.0,0.0,0.2883,0.6176,34,-2.0,-2.0,-0.2229,,,,,,0.7097,62,-2.0,-1.0,-0.4093,,,,,,,,,,,,,,,,,,,,,0.6471,17,-3.0,-3.0,0.2082,0.6429,14,-2.0,-2.0,-0.1933,0.625,16,-3.0,-3.0,0.301,0.6154,65,0.0,0.0,-0.4402,0.6682,1.4786
SQQQ,IWM,39,39,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,20,0.0,0.0,0.7858,,,,,,,,,,,0.6667,12,-1.0,-1.0,-1.605,0.6279,43,3.0,3.0,0.2578,0.6744,172,-1.0,0.0,-0.2608,0.6279,43,3.0,3.0,0.3785,0.6329,79,0.0,0.0,-0.4024,,,,,,,,,,,,,,,,,,,,,,,,,,0.6071,84,1.0,1.0,-0.3037,,,,,,,,,,,-0.7735,-3.2234
SRAD,XLY,26,26,227,0.7273,11,0.0,0.0,1.9237,0.7,10,-1.0,-1.0,-1.3857,0.8182,11,0.0,0.0,1.8689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6493,134,-2.0,1.0,-0.3125,,,,,,0.6286,35,0.0,0.0,-0.5491,,,,,,,,,,,,,,,,,,,,,,,,,,0.6316,38,1.0,2.0,-0.2117,,,,,,0.6774,31,1.0,1.0,-0.4429,0.4945,0.604
SRFM,IWM,39,39,295,,,,,,0.6429,14,0.0,0.0,-1.86,,,,,,0.6429,14,0.0,0.0,-4.0833,,,,,,,,,,,,,,,,,,,,,,,,,,0.697,33,-1.0,0.0,-2.5704,,,,,,0.6875,32,-1.0,0.0,-4.155,0.6364,55,-6.0,-4.0,0.6534,0.85,20,0.0,0.0,-0.7606,0.6667,21,-3.0,-3.0,0.91,0.8333,12,15.0,15.0,-3.078,,,,,,,,,,,,,,,,,,,,,,,,,,0.619,21,-2.0,-2.0,-0.8423,0.619,21,-2.0,-2.0,0.7808,,,,,,0.6121,1.513
SRPT,XBI,31,31,241,,,,,,0.6667,18,0.0,0.0,-1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,70,-1.0,0.0,-0.3267,0.7143,14,-4.0,-4.0,0.308,0.6207,29,-1.0,-1.0,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,0.7091,55,-2.0,-1.0,-0.4126,,,,,,0.6667,15,3.0,3.0,-0.467,0.6564,0.8234
SRRK,XBI,13,14,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,-3.0,-3.0,0.21,0.6216,37,-2.0,-1.0,-0.2448,0.6364,11,2.0,2.0,0.4043,0.619,21,-1.0,-1.0,-0.4031,,,,,,,,,,,,,,,,,,,,,0.6364,11,3.0,3.0,0.3486,0.7273,11,-2.0,-2.0,-0.4175,0.6,10,-2.0,-2.0,0.3767,0.6,10,-3.0,-3.0,-0.3417,0.7747,0.6197
SRTA,SPY,14,14,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,16,-2.0,-2.0,-0.4567,0.6429,14,2.0,2.0,0.7489,0.65,20,-2.0,-2.0,-0.5585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7518,1.1116
SRTY,QQQ,39,39,266,0.7,10,-1.0,-1.0,0.85,,,,,,,,,,,0.6,10,-1.0,-1.0,-1.03,,,,,,,,,,,,,,,,,,,,,0.6154,13,0.0,0.0,0.8275,,,,,,,,,,,0.6522,23,-1.0,0.0,-1.478,,,,,,0.68,25,2.0,2.0,-0.2971,0.6364,22,-5.0,-5.0,0.6286,0.6538,26,-2.0,-2.0,-0.4918,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,50,1.0,2.0,-0.2442,0.6452,31,-2.0,-2.0,0.5185,,,,,,-0.8179,-1.6823
SRXH,IWM,31,32,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10,-1.0,-1.0,0.9237,0.6429,14,0.0,0.0,-3.8989,0.6429,14,0.0,0.0,3.5633,,,,,,0.6316,19,-7.0,-7.0,0.7208,0.7917,48,5.0,7.0,-1.0297,0.65,20,-2.0,-2.0,1.03,0.8333,12,6.0,6.0,-2.491,,,,,,,,,,,,,,,,,,,,,,,,,,0.6232,69,1.0,1.0,-1.4942,,,,,,0.6923,13,-3.0,-3.0,-0.7056,-0.0525,-0.3122
SSG,IWM,39,39,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,20,0.0,0.0,1.5908,,,,,,0.7368,19,0.0,0.0,2.505,0.6667,12,-1.0,-1.0,-2.4013,0.6364,11,-7.0,-7.0,0.3714,0.6486,37,-6.0,-4.0,-0.5421,0.6667,15,4.0,4.0,0.71,0.9091,11,-4.0,-4.0,-1.156,,,,,,,,,,,,,,,,,,,,,,,,,,0.697,33,1.0,1.0,-0.4813,,,,,,,,,,,-0.7137,-4.5088
SSL,XLE,32,33,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,-4.0,-4.0,0.21,0.75,28,2.0,3.0,-0.1519,0.6,25,-1.0,-1.0,0.3653,,,,,,,,,,,,,,,,,,,,,,,,,,0.6897,29,-2.0,-2.0,0.249,,,,,,0.6176,34,1.0,1.0,0.2367,,,,,,0.5588,1.5904
SSO,SPY,39,39,424,0.6429,28,-1.0,0.0,0.2056,,,,,,0.8235,17,0.0,0.0,0.3329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,21,0.0,0.0,0.3329,,,,,,0.6082,97,0.0,0.0,0.1154,,,,,,0.6,10,3.0,3.0,0.1317,0.6,50,-2.0,-2.0,-0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979,1.9157
SSPC,NONE,19,19,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6471,17,15.0,15.0,1.1891,0.75,16,3.0,3.0,-0.4675,0.7143,14,-1.0,-1.0,1.186,0.6957,23,2.0,2.0,-1.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSRM,GDX,35,35,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,2.0,2.0,0.2856,0.6552,29,0.0,1.0,-0.3426,0.6471,34,1.0,2.0,0.7405,0.6667,24,-1.0,-1.0,-0.5219,,,,,,,,,,,,,,,,,,,,,0.6296,27,-4.0,-4.0,0.3276,0.6792,53,-3.0,-2.0,-0.3044,0.6809,47,0.0,1.0,0.6453,0.6346,52,2.0,3.0,-0.5594,0.9281,1.1103
SSSS,NONE,13,14,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,-1.0,-1.0,-0.5686,,,,,,0.7143,21,-1.0,0.0,-0.4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSTK,KWEB,11,15,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6765,34,-1.0,0.0,-0.4135,0.7,10,0.0,0.0,0.6714,0.7593,54,-4.0,-1.0,-0.8876,,,,,,,,,,,,,,,,,,,,,,,,,,0.7009,107,-3.0,2.0,-0.4827,,,,,,0.6882,93,-1.0,3.0,-0.7967,-0.0722,-0.0499
SSYS,IWM,18,19,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,0.0,0.0,1.0457,,,,,,,,,,,0.6735,49,-3.0,-1.0,-0.3433,,,,,,0.6471,17,-3.0,-3.0,-0.5109,,,,,,,,,,,,,,,,,,,,,,,,,,0.6267,75,0.0,1.0,-0.3994,,,,,,0.6047,43,-1.0,-1.0,-0.6012,0.7855,1.205
STAK,SPY,19,25,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7105,38,15.0,15.0,-5.9885,,,,,,0.6061,33,15.0,15.0,-6.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6061,33,0.0,0.0,5.798,,,,,,0.0177,0.1987
STEM,IWM,11,17,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7897,1.9805
STEX,SPY,29,29,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7647,17,0.0,0.0,-3.1531,,,,,,,,,,,,,,,,0.7222,18,15.0,15.0,-1.3431,,,,,,0.65,20,15.0,15.0,-2.6362,,,,,,,,,,,,,,,,,,,,,,,,,,0.6731,52,-1.0,-1.0,-1.0957,,,,,,0.6552,58,-1.0,-1.0,-1.7689,0.4607,1.8646
STI,XLE,24,30,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,1.0,1.0,1.5138,0.7069,58,-2.0,-1.0,-2.0768,,,,,,0.6667,81,-2.0,0.0,-7.8887,0.2082,0.9118
STIM,SPY,26,28,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923,13,0.0,0.0,-2.3278,,,,,,0.6923,13,0.0,0.0,-2.6233,0.6,10,1.0,1.0,0.9567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638,1.5615
STKE,IBIT,19,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5552,0.5537
STLA,XLY,39,39,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6471,17,-5.0,-5.0,0.3073,0.7288,59,2.0,4.0,-0.1937,,,,,,0.6633,98,-4.0,-2.0,-0.2978,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,49,1.0,2.0,-0.1623,,,,,,0.626,123,-2.0,-1.0,-0.3778,0.592,1.796
STLD,XLB,10,10,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,21,1.0,1.0,0.3179,,,,,,0.619,21,1.0,1.0,0.3508,0.6341,41,-2.0,-1.0,-0.4846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,-3.0,-3.0,-0.45,0.8212,1.247
STM,SMH,39,39,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,48,4.0,5.0,0.5559,0.6667,48,-4.0,-3.0,-0.4906,0.6939,98,1.0,3.0,0.4687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,72,-3.0,-2.0,-0.4338,0.617,47,2.0,2.0,0.6083,,,,,,0.9119,1.2032
STNE,SPY,27,27,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,16,0.0,0.0,1.227,,,,,,0.6875,16,0.0,0.0,2.0555,,,,,,,,,,,0.7324,71,1.0,3.0,-0.2735,,,,,,0.662,71,1.0,3.0,-0.4649,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,1.0,1.0,-0.3456,0.6,10,-2.0,-2.0,0.7583,0.618,89,-1.0,-1.0,-0.5153,0.4235,0.77
STNG,IWM,11,12,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,33,0.0,1.0,0.2614,,,,,,0.6667,27,1.0,2.0,0.4544,0.6333,30,-1.0,-1.0,-0.4284,,,,,,,,,,,,,,,,,,,,,0.6364,44,-2.0,-1.0,0.1921,,,,,,,,,,,,,,,,0.0665,0.0687
STOK,XBI,10,14,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,2.0,2.0,0.2675,0.8,10,-2.0,-2.0,-0.5587,0.6364,11,-1.0,-1.0,0.3714,0.6667,15,2.0,2.0,-0.555,,,,,,,,,,,,,,,,,,,,,0.6087,23,0.0,0.0,0.1943,,,,,,,,,,,0.6207,29,1.0,1.0,-0.7072,0.6248,0.6808
STRC,IWM,39,39,368,,,,,,0.6,20,0.0,0.0,-0.1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,20,0.0,0.0,-1.13,,,,,,,,,,,0.6154,13,-3.0,-3.0,0.2175,0.6875,32,-2.0,-2.0,-0.2027,,,,,,0.62,50,-3.0,-2.0,-0.3881,,,,,,,,,,,,,,,,,,,,,,,,,,0.6364,11,-3.0,-3.0,-0.2186,,,,,,0.6786,56,1.0,1.0,-0.3089,0.389,0.5556
STRD,IWM,11,17,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333,12,0.0,0.0,0.449,,,,,,,,,,,,,,,,0.1153,0.1501
STRK,IWM,11,14,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,16,0.0,0.0,-0.243,0.7143,14,0.0,0.0,0.354,0.6,10,1.0,1.0,-1.265,0.3857,0.6712
STRL,SPY,30,30,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,-1.0,-1.0,-2.1837,0.6,15,0.0,0.0,2.5144,,,,,,0.7857,14,3.0,3.0,0.4427,0.8235,17,0.0,0.0,-0.4779,0.6364,11,-3.0,-3.0,0.8886,0.7368,19,0.0,0.0,-0.8164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923,13,1.0,1.0,-0.3833,0.7822,3.6763
STTK,XBI,10,12,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-5.0,-5.0,2.6683,0.625,32,0.0,1.0,-0.565,0.6154,13,-4.0,-4.0,0.9712,0.75,28,-3.0,-2.0,-0.8524,,,,,,,,,,,,,,,,,,,,,,,,,,0.6818,44,1.0,2.0,-0.8293,,,,,,0.6522,23,-1.0,-1.0,-0.9187,0.5842,0.9285
