ticker_a,ticker_b,bench,PRE_total,PRE_converged,PRE_unresolved,PRE_hard,PRE_soft,PRE_rate,PRE_rate_lb,PRE_wins,PRE_win_rate,PRE_win_rate_lb,PRE_alpha,PRE_alpha_z,PRE_sigma,PRE_sigma_rate,PRE_sigma_n,PRE_gamma,PRE_gamma_rate,PRE_gamma_n,PRE_gamma_cap,PRE_avg_peak,PRE_p90_peak,PRE_median_bars,PRE_cap_mean,PRE_cap_p50,PRE_cap_p10,PRE_cap_lb,PRE_cap_conv_mean,PRE_conv_per_day,PRE_total_per_day,PRE_score,PRE_long_total,PRE_long_rate,PRE_long_alpha,PRE_short_total,PRE_short_rate,PRE_short_alpha,PRE_alpha_pos,PRE_alpha_neg,PRE_sigma_pos,PRE_sigma_rate_pos,PRE_sigma_n_pos,PRE_sigma_neg,PRE_sigma_rate_neg,PRE_sigma_n_neg,PRE_gamma_pos,PRE_gamma_rate_pos,PRE_gamma_n_pos,PRE_gamma_cap_pos,PRE_gamma_neg,PRE_gamma_rate_neg,PRE_gamma_n_neg,PRE_gamma_cap_neg,PRE_corr,PRE_beta,PRE_alpha_ols,PRE_resid_std,PRE_mr_lambda,PRE_half_life,PRE_beta_drift,PRE_adf_t,PRE_adf_p,PRE_adf_stationary_5pct,PRE_n_bars,PRE_n_days,OPEN_total,OPEN_converged,OPEN_unresolved,OPEN_hard,OPEN_soft,OPEN_rate,OPEN_rate_lb,OPEN_wins,OPEN_win_rate,OPEN_win_rate_lb,OPEN_alpha,OPEN_alpha_z,OPEN_sigma,OPEN_sigma_rate,OPEN_sigma_n,OPEN_gamma,OPEN_gamma_rate,OPEN_gamma_n,OPEN_gamma_cap,OPEN_avg_peak,OPEN_p90_peak,OPEN_median_bars,OPEN_cap_mean,OPEN_cap_p50,OPEN_cap_p10,OPEN_cap_lb,OPEN_cap_conv_mean,OPEN_conv_per_day,OPEN_total_per_day,OPEN_score,OPEN_long_total,OPEN_long_rate,OPEN_long_alpha,OPEN_short_total,OPEN_short_rate,OPEN_short_alpha,OPEN_alpha_pos,OPEN_alpha_neg,OPEN_sigma_pos,OPEN_sigma_rate_pos,OPEN_sigma_n_pos,OPEN_sigma_neg,OPEN_sigma_rate_neg,OPEN_sigma_n_neg,OPEN_gamma_pos,OPEN_gamma_rate_pos,OPEN_gamma_n_pos,OPEN_gamma_cap_pos,OPEN_gamma_neg,OPEN_gamma_rate_neg,OPEN_gamma_n_neg,OPEN_gamma_cap_neg,OPEN_corr,OPEN_beta,OPEN_alpha_ols,OPEN_resid_std,OPEN_mr_lambda,OPEN_half_life,OPEN_beta_drift,OPEN_adf_t,OPEN_adf_p,OPEN_adf_stationary_5pct,OPEN_n_bars,OPEN_n_days,INTRA_total,INTRA_converged,INTRA_unresolved,INTRA_hard,INTRA_soft,INTRA_rate,INTRA_rate_lb,INTRA_wins,INTRA_win_rate,INTRA_win_rate_lb,INTRA_alpha,INTRA_alpha_z,INTRA_sigma,INTRA_sigma_rate,INTRA_sigma_n,INTRA_gamma,INTRA_gamma_rate,INTRA_gamma_n,INTRA_gamma_cap,INTRA_avg_peak,INTRA_p90_peak,INTRA_median_bars,INTRA_cap_mean,INTRA_cap_p50,INTRA_cap_p10,INTRA_cap_lb,INTRA_cap_conv_mean,INTRA_conv_per_day,INTRA_total_per_day,INTRA_score,INTRA_long_total,INTRA_long_rate,INTRA_long_alpha,INTRA_short_total,INTRA_short_rate,INTRA_short_alpha,INTRA_alpha_pos,INTRA_alpha_neg,INTRA_sigma_pos,INTRA_sigma_rate_pos,INTRA_sigma_n_pos,INTRA_sigma_neg,INTRA_sigma_rate_neg,INTRA_sigma_n_neg,INTRA_gamma_pos,INTRA_gamma_rate_pos,INTRA_gamma_n_pos,INTRA_gamma_cap_pos,INTRA_gamma_neg,INTRA_gamma_rate_neg,INTRA_gamma_n_neg,INTRA_gamma_cap_neg,INTRA_corr,INTRA_beta,INTRA_alpha_ols,INTRA_resid_std,INTRA_mr_lambda,INTRA_half_life,INTRA_beta_drift,INTRA_adf_t,INTRA_adf_p,INTRA_adf_stationary_5pct,INTRA_n_bars,INTRA_n_days
AEM,PAAS,GDX,9.0,7.0,2.0,0.0,7.0,0.777778,0.452583,7.0,0.777778,0.452583,0.714373,0.461047,,,0.0,,,0.0,,2.016877,5.260489,3.0,0.72607,0.420175,-0.148734,-0.326954,1.004731,0.12069,0.155172,0.12069,3.0,0.6667,2.489147,6.0,0.8333,0.714373,2.489147,0.714373,,,0.0,,,0.0,,,0.0,,,,0.0,,0.700819,0.800964,0.202968,1.549456,-0.037336,18.216177,0.089097,,,,732.0,58.0,8.0,8.0,0.0,1.0,7.0,1.0,0.675584,3.0,0.375,0.136842,2.237547,1.376345,,,0.0,,,0.0,,2.569937,4.573999,35.5,-0.454185,-0.70974,-1.680411,-1.230874,-0.454185,0.137931,0.137931,0.137931,4.0,1.0,2.853762,4.0,1.0,1.190106,2.853762,1.190106,,,0.0,,,0.0,,,0.0,,,,0.0,,0.741234,0.713797,0.136088,1.625717,0.001582,,0.038156,,,,1969.0,58.0,46.0,35.0,11.0,11.0,24.0,0.76087,0.620646,27.0,0.586957,0.443392,1.838919,0.975869,,,0.0,,,0.0,,2.341351,4.224068,267.0,0.010532,0.14368,-1.454445,-0.28497,0.037252,0.603448,0.793103,0.603448,22.0,0.8182,2.184138,24.0,0.7083,1.663856,2.184138,1.663856,,,0.0,,,0.0,,,0.0,,,,0.0,,0.815325,0.730514,0.077334,1.884391,9e-06,,0.07614,,,,21532.0,58.0
AGI,GFI,GDX,22.0,11.0,11.0,0.0,11.0,0.5,0.307218,10.0,0.454545,0.2692,1.391281,1.254759,,,0.0,,,0.0,,1.662956,2.679698,7.0,0.034579,0.0,-0.757711,-0.174328,0.205373,0.180328,0.360656,0.180328,10.0,0.6,2.136406,12.0,0.4167,1.055656,2.136406,1.055656,,,0.0,,,0.0,,,0.0,,,,0.0,,0.725979,0.603637,0.060543,1.108804,-0.048336,13.990846,0.084545,,,,689.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,42.0,17.0,20.0,22.0,0.711864,0.586189,43.0,0.728814,0.60402,1.703986,1.115123,1.1,0.76,25.0,,,0.0,,2.057733,3.606846,208.5,0.425523,0.686883,-0.602795,0.218924,0.654708,0.688525,0.967213,0.688525,30.0,0.7,1.712475,29.0,0.7241,1.695497,1.712475,1.695497,1.1,0.769231,13.0,,,0.0,,,0.0,,,,0.0,,0.767261,0.754265,-0.208122,1.52807,-0.00116,597.337913,0.067667,,,,22813.0,61.0
AU,FSM,GDX,18.0,7.0,11.0,0.0,7.0,0.388889,0.20305,12.0,0.666667,0.437491,1.727172,0.308189,,,0.0,,,0.0,,1.748166,2.574975,6.0,0.387039,0.509034,-1.259074,-0.182006,1.07951,0.127273,0.327273,0.127273,8.0,0.375,1.347848,10.0,0.4,2.061799,1.347848,2.061799,,,0.0,,,0.0,,,0.0,,,,0.0,,0.868257,1.39603,-0.13665,5.604256,-0.006383,108.247009,0.104021,,,,514.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,32.0,17.0,13.0,19.0,0.653061,0.513109,32.0,0.653061,0.513109,1.622418,0.429174,,,0.0,,,0.0,,2.900806,4.996386,143.0,0.295809,0.284538,-1.073559,-0.012763,0.595963,0.592593,0.907407,0.592593,25.0,0.68,1.600952,24.0,0.625,1.643884,1.600952,1.643884,,,0.0,,,0.0,,,0.0,,,,0.0,,0.737925,0.931237,-0.151328,3.780326,-0.000306,2261.495413,0.185178,,,,19406.0,54.0
AU,GFI,GDX,40.0,27.0,13.0,2.0,25.0,0.675,0.520175,27.0,0.675,0.520175,1.291784,1.230732,,,0.0,,,0.0,,1.361801,1.890305,22.0,0.256366,0.401159,-0.370643,0.095974,0.356443,0.482143,0.714286,0.482143,18.0,0.8333,1.291784,22.0,0.5455,1.235544,1.291784,1.235544,,,0.0,,,0.0,,,0.0,,,,0.0,,0.858654,0.950615,-0.369733,1.049606,-0.034583,19.694177,0.018573,,,,1851.0,56.0,28.0,16.0,12.0,8.0,8.0,0.571429,0.390705,14.0,0.5,0.326328,1.211005,0.971518,,,0.0,,,0.0,,1.646614,2.80214,31.5,0.082933,0.018421,-0.729671,-0.234035,0.272886,0.285714,0.5,0.285714,12.0,0.6667,1.211005,16.0,0.5,1.132565,1.211005,1.132565,,,0.0,,,0.0,,,0.0,,,,0.0,,0.817894,0.953683,-0.332972,1.246508,-0.001764,392.682183,0.144861,,,,2085.0,56.0,40.0,27.0,13.0,11.0,16.0,0.675,0.520175,27.0,0.675,0.520175,1.617187,1.383696,,,0.0,,,0.0,,1.814354,2.494749,234.0,0.445334,0.572062,-0.5872,0.198674,0.732323,0.482143,0.714286,0.482143,17.0,0.6471,1.818259,23.0,0.6957,1.43638,1.818259,1.43638,,,0.0,1.0,0.642857,14.0,,,0.0,,,,0.0,,0.816568,0.922365,-0.215286,1.168744,-0.002604,265.802984,0.17365,,,,20422.0,56.0
AU,HMY,GDX,42.0,31.0,11.0,4.0,27.0,0.738095,0.58931,27.0,0.642857,0.491661,1.31698,0.244754,,,0.0,,,0.0,,2.541706,2.877884,20.0,0.108853,0.155781,-0.989086,-0.115778,0.211028,0.534483,0.724138,0.534483,17.0,0.6471,1.765687,25.0,0.8,1.269626,1.765687,1.269626,,,0.0,,,0.0,,,0.0,,,,0.0,,0.749715,0.752511,-0.237724,5.380831,-0.000822,843.410085,0.341229,,,,1874.0,58.0,31.0,23.0,8.0,4.0,19.0,0.741935,0.567535,19.0,0.612903,0.438238,1.686557,0.397871,,,0.0,,,0.0,,3.214118,5.728924,32.0,0.275937,0.331004,-1.312883,-0.105465,0.377826,0.396552,0.534483,0.396552,16.0,0.8125,1.950464,15.0,0.6667,1.350331,1.950464,1.350331,,,0.0,,,0.0,,,0.0,,,,0.0,,0.77336,0.770197,-0.435733,4.238958,0.000441,,0.268328,,,,2227.0,58.0,51.0,35.0,16.0,15.0,20.0,0.686275,0.549727,31.0,0.607843,0.470849,1.81741,0.467652,,,0.0,,,0.0,,2.904049,4.864118,256.0,0.268586,0.325927,-0.811222,0.043632,0.488915,0.603448,0.87931,0.603448,26.0,0.7308,1.843784,25.0,0.64,1.459194,1.843784,1.459194,,,0.0,1.0,0.666667,15.0,,,0.0,,,,0.0,,0.786657,0.678372,-0.363569,3.886245,-6.2e-05,11145.161643,0.214755,,,,20916.0,58.0
AU,IAG,GDX,24.0,15.0,9.0,0.0,15.0,0.625,0.427096,11.0,0.458333,0.278911,2.193178,0.438102,,,0.0,,,0.0,,3.751789,4.917865,10.0,0.300182,0.0,-1.633175,-0.477354,-0.326227,0.288462,0.461538,0.288462,11.0,0.8182,3.137413,13.0,0.4615,1.746359,3.137413,1.746359,,,0.0,,,0.0,,,0.0,,,,0.0,,0.761318,1.793416,-0.773294,5.00609,-0.002079,332.990437,0.746702,,,,604.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,41.0,12.0,20.0,21.0,0.773585,0.644735,31.0,0.584906,0.450942,1.799614,0.595033,,,0.0,,,0.0,,2.513172,3.230955,147.0,0.28865,0.452797,-1.137358,-0.011045,0.433802,0.773585,1.0,0.773585,26.0,0.8077,1.760104,27.0,0.7407,1.799989,1.760104,1.799989,,,0.0,,,0.0,,,0.0,,,,0.0,,0.754629,1.016729,-0.089246,3.024394,-0.000606,1143.237053,0.303618,,,,19374.0,53.0
AU,KGC,GDX,28.0,19.0,9.0,2.0,17.0,0.678571,0.493385,20.0,0.714286,0.529404,1.662813,0.270229,,,0.0,,,0.0,,1.967286,3.161229,7.0,0.592259,0.531664,-0.465469,0.263637,0.845211,0.351852,0.518519,0.351852,14.0,0.5714,2.078176,14.0,0.7857,1.251502,2.078176,1.251502,,,0.0,,,0.0,,,0.0,,,,0.0,,0.724835,1.522689,-0.44242,6.153351,-0.004165,166.080587,0.2956,,,,963.0,54.0,19.0,12.0,7.0,5.0,7.0,0.631579,0.410392,13.0,0.684211,0.4601,1.816535,0.447457,,,0.0,,,0.0,,3.792855,4.731637,20.5,0.509396,0.62697,-1.000724,-0.0379,0.984588,0.222222,0.351852,0.222222,8.0,0.5,1.820352,11.0,0.7273,1.816535,1.820352,1.816535,,,0.0,,,0.0,,,0.0,,,,0.0,,0.715233,1.230194,0.125468,4.059686,-0.002255,307.071317,0.134644,,,,1926.0,54.0,43.0,28.0,15.0,11.0,17.0,0.651163,0.501715,30.0,0.697674,0.548944,1.5345,0.434429,,,0.0,,,0.0,,2.849638,4.164448,222.5,0.334406,0.292914,-0.708926,0.056232,0.672107,0.518519,0.796296,0.518519,19.0,0.5789,2.09993,24.0,0.7083,1.40405,2.09993,1.40405,,,0.0,1.0,0.6875,16.0,,,0.0,,,,0.0,,0.772013,1.058077,0.115364,3.532227,-0.000261,2656.180304,0.079675,,,,19761.0,54.0
AU,PAAS,GDX,31.0,20.0,11.0,1.0,19.0,0.645161,0.469476,25.0,0.806452,0.637194,1.35227,0.231908,,,0.0,,,0.0,,1.733116,3.14153,12.5,0.535985,0.600441,-0.105449,0.273652,0.708485,0.37037,0.574074,0.37037,13.0,0.3846,1.278155,18.0,0.8333,1.426384,1.278155,1.426384,,,0.0,,,0.0,,,0.0,,,,0.0,,0.723225,1.093816,-0.199211,5.831063,-0.000765,905.533907,0.340065,,,,1139.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,29.0,17.0,9.0,20.0,0.630435,0.485998,28.0,0.608696,0.464566,1.581817,0.407813,,,0.0,,,0.0,,3.025056,4.302415,270.0,0.256545,0.069504,-0.868265,-0.015548,0.707895,0.54717,0.867925,0.54717,22.0,0.6818,2.028104,24.0,0.5833,1.554648,2.028104,1.554648,,,0.0,,,0.0,,,0.0,,,,0.0,,0.77895,0.868565,0.043575,3.878783,-0.000323,2145.588202,0.232144,,,,19389.0,53.0
CDE,FSM,GDX,14.0,12.0,2.0,2.0,10.0,0.857143,0.600581,10.0,0.714286,0.453505,0.780166,0.692626,,,0.0,,,0.0,,1.374425,2.621182,10.0,0.401982,0.512203,-0.415205,0.050689,0.462984,0.210526,0.245614,0.210526,5.0,1.0,0.737512,9.0,0.7778,1.415212,0.737512,1.415212,,,0.0,,,0.0,,,0.0,,,,0.0,,0.754173,1.076014,0.045084,1.126388,-0.115808,5.631621,0.136067,,,,687.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,46.0,13.0,19.0,27.0,0.779661,0.658671,36.0,0.610169,0.482661,1.984675,1.034272,2.0,0.833333,18.0,,,0.0,,2.273427,3.696463,186.0,0.259364,0.310108,-0.907294,0.024803,0.41974,0.836364,1.072727,0.836364,24.0,0.8333,2.23217,35.0,0.7429,1.494216,2.23217,1.494216,1.8,0.9,10.0,,,0.0,,,0.0,,,,0.0,,0.791872,1.195287,-0.008061,1.918909,-0.001037,668.017287,0.213015,,,,20286.0,55.0
EXK,HYMC,GDX,15.0,11.0,4.0,0.0,11.0,0.733333,0.480491,9.0,0.6,0.357464,0.873986,0.671812,,,0.0,,,0.0,,1.270927,2.548645,10.0,0.277564,0.523108,-1.070249,-0.267659,0.500732,0.189655,0.258621,0.189655,12.0,0.75,0.873986,3.0,0.6667,0.831044,0.873986,0.831044,,,0.0,,,0.0,,,0.0,,,,0.0,,0.760398,0.766186,-0.032112,1.300939,-0.112061,5.832021,0.0191,,,,603.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,GFI,GDX,17.0,8.0,9.0,2.0,6.0,0.470588,0.261648,8.0,0.470588,0.261648,0.989752,0.832018,,,0.0,,,0.0,,1.314382,2.450388,6.5,0.165388,0.0,-0.82593,-0.236247,0.327017,0.148148,0.314815,0.148148,6.0,0.6667,1.358124,11.0,0.3636,0.754655,1.358124,0.754655,,,0.0,,,0.0,,,0.0,,,,0.0,,0.781519,0.654039,-0.28595,1.18958,-0.110707,5.907772,0.089145,,,,546.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,40.0,14.0,15.0,25.0,0.740741,0.610689,32.0,0.592593,0.459666,1.904152,1.047804,,,0.0,,,0.0,,2.221496,3.502855,245.5,0.21319,0.337418,-1.254616,-0.055916,0.32305,0.740741,1.0,0.740741,27.0,0.8148,2.111932,27.0,0.6667,1.582636,2.111932,1.582636,,,0.0,1.0,0.666667,18.0,,,0.0,,,,0.0,,0.768215,0.754495,-0.180022,1.817279,-0.000545,1271.763275,0.212301,,,,19842.0,54.0
FSM,HL,GDX,10.0,7.0,3.0,0.0,7.0,0.7,0.396773,5.0,0.5,0.23659,0.825258,0.893288,,,0.0,,,0.0,,1.06054,1.642643,4.0,0.164929,0.056063,-0.632176,-0.315292,0.502603,0.122807,0.175439,0.122807,5.0,0.6,0.69437,5.0,0.8,1.132902,0.69437,1.132902,,,0.0,,,0.0,,,0.0,,,,0.0,,0.70212,0.844257,-0.02927,0.923843,-0.13127,4.925602,0.062001,,,,723.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,34.0,16.0,15.0,19.0,0.68,0.541894,29.0,0.58,0.442332,1.582995,1.198291,,,0.0,,,0.0,,1.796524,2.70427,111.0,0.243088,0.335983,-0.830318,0.030605,0.521802,0.596491,0.877193,0.596491,27.0,0.7037,1.476181,23.0,0.6522,1.733236,1.476181,1.733236,,,0.0,,,0.0,,,0.0,,,,0.0,,0.770741,0.700869,0.201155,1.321043,-0.001595,434.174061,0.035282,,,,21038.0,57.0
FSM,HMY,GDX,19.0,13.0,6.0,2.0,11.0,0.684211,0.4601,11.0,0.578947,0.362756,1.429565,0.991681,,,0.0,,,0.0,,1.391697,2.067033,8.0,0.335568,0.095084,-0.514863,0.006443,0.508512,0.232143,0.339286,0.232143,10.0,0.6,1.095001,9.0,0.7778,1.563106,1.095001,1.563106,,,0.0,,,0.0,,,0.0,,,,0.0,,0.751196,0.56154,0.048938,1.441558,-0.046486,14.561668,0.163364,,,,608.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,35.0,13.0,17.0,18.0,0.729167,0.590028,28.0,0.583333,0.442811,1.678783,0.953902,,,0.0,,,0.0,,2.083339,3.537336,178.0,0.126609,0.147606,-1.448298,-0.149256,0.351654,0.625,0.857143,0.625,23.0,0.6957,1.951085,25.0,0.76,1.451009,1.951085,1.451009,,,0.0,1.0,0.714286,14.0,,,0.0,,,,0.0,,0.763845,0.666693,-0.243002,1.759912,-0.000596,1162.912768,0.16568,,,,20336.0,56.0
FSM,NEM,GDX,12.0,9.0,3.0,0.0,9.0,0.75,0.46769,5.0,0.416667,0.193257,1.011943,0.817603,,,0.0,,,0.0,,1.293071,2.238637,6.0,0.002085,0.0,-1.677229,-0.622625,0.225931,0.157895,0.210526,0.157895,5.0,0.6,1.481009,7.0,0.8571,0.901262,1.481009,0.901262,,,0.0,,,0.0,,,0.0,,,,0.0,,0.740597,0.935464,0.136173,1.237696,-0.08103,8.202765,0.168866,,,,597.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,42.0,11.0,18.0,24.0,0.792453,0.66542,33.0,0.622642,0.488067,1.544749,1.026174,1.0,0.763158,38.0,,,0.0,,1.938155,3.760899,201.0,0.187139,0.401619,-0.83106,-0.053973,0.342521,0.75,0.946429,0.75,29.0,0.7241,1.495896,24.0,0.875,1.590355,1.495896,1.590355,,,0.0,1.4,0.818182,11.0,,,0.0,,,,0.0,,0.75076,0.996925,-0.189507,1.505348,-0.000899,770.517253,0.053518,,,,20668.0,56.0
GFI,HMY,GDX,50.0,38.0,12.0,6.0,32.0,0.76,0.625871,40.0,0.8,0.669626,1.353541,0.924066,,,0.0,,,0.0,,1.691977,2.678842,20.0,0.398768,0.360984,-0.301786,0.187234,0.510982,0.633333,0.833333,0.633333,21.0,0.8571,1.362602,29.0,0.6897,1.353541,1.362602,1.353541,,,0.0,,,0.0,,,0.0,,,,0.0,,0.788218,0.839959,0.27676,1.464767,-0.016822,40.856593,0.280757,,,,2132.0,60.0,33.0,23.0,10.0,6.0,17.0,0.69697,0.526615,16.0,0.484848,0.325038,1.677548,1.212323,,,0.0,,,0.0,,1.982032,3.385186,34.0,0.136373,-0.022461,-1.212322,-0.21771,0.267153,0.383333,0.55,0.383333,18.0,0.8889,1.449961,15.0,0.4667,2.943989,1.449961,2.943989,,,0.0,,,0.0,,,0.0,,,,0.0,,0.815871,0.823106,0.129374,1.383747,-0.005202,132.898586,0.079323,,,,2334.0,60.0,49.0,31.0,18.0,11.0,20.0,0.632653,0.492668,27.0,0.55102,0.413149,1.663148,1.071795,,,0.0,,,0.0,,2.099032,3.739016,288.0,0.12116,0.085521,-0.660194,-0.086491,0.316701,0.516667,0.816667,0.516667,25.0,0.68,1.55277,24.0,0.5833,1.770106,1.55277,1.770106,,,0.0,1.6,0.8,5.0,,,0.0,,,,0.0,,0.842977,0.790449,0.008508,1.55174,-0.000299,2319.971159,0.047937,,,,22100.0,60.0
GFI,HYMC,GDX,25.0,11.0,14.0,0.0,11.0,0.44,0.266654,13.0,0.52,0.334982,1.583807,0.736865,,,0.0,,,0.0,,2.167159,3.707597,5.0,0.23485,0.41259,-0.805516,-0.098156,0.476701,0.203704,0.462963,0.203704,11.0,0.5455,1.372742,14.0,0.3571,2.755126,1.372742,2.755126,,,0.0,,,0.0,,,0.0,,,,0.0,,0.704875,0.798969,0.857008,2.149386,-0.047836,14.140574,0.313152,,,,712.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFI,IAG,GDX,20.0,9.0,11.0,0.0,9.0,0.45,0.258195,11.0,0.55,0.342082,2.403572,1.257895,,,0.0,,,0.0,,2.022302,2.631058,9.0,0.146044,0.149085,-0.34748,-0.098787,0.296731,0.166667,0.37037,0.166667,11.0,0.3636,2.442053,9.0,0.5556,1.749192,2.442053,1.749192,,,0.0,,,0.0,,,0.0,,,,0.0,,0.805552,1.12126,0.72126,1.910789,-0.0256,26.728307,0.23851,,,,577.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,33.0,16.0,14.0,19.0,0.673469,0.533789,30.0,0.612245,0.472457,1.645282,0.966185,,,0.0,,,0.0,,2.059002,3.707294,136.0,0.250716,0.32055,-0.600941,0.010353,0.485991,0.611111,0.907407,0.611111,25.0,0.76,1.509542,24.0,0.5833,1.863514,1.509542,1.863514,,,0.0,,,0.0,,,0.0,,,,0.0,,0.777929,0.792503,0.399637,1.702864,-0.000659,1051.633481,0.090113,,,,20168.0,54.0
GFI,KGC,GDX,31.0,18.0,13.0,0.0,18.0,0.580645,0.40766,20.0,0.645161,0.469476,2.137197,0.779481,,,0.0,,,0.0,,2.871185,5.760195,12.5,0.3272,0.209053,-0.551336,0.037426,0.301762,0.321429,0.553571,0.321429,15.0,0.6,1.903703,16.0,0.5625,2.259865,1.903703,2.259865,,,0.0,,,0.0,,,0.0,,,,0.0,,0.713316,0.461581,0.569853,2.741821,-0.001047,661.907275,0.9553,,,,1018.0,56.0,21.0,14.0,7.0,4.0,10.0,0.666667,0.453731,15.0,0.714286,0.500432,1.624326,0.791215,,,0.0,,,0.0,,2.743922,6.15387,31.5,0.566825,0.565388,-0.554318,0.151485,0.715024,0.25,0.375,0.25,12.0,0.5,2.416516,9.0,0.8889,1.624326,2.416516,1.624326,,,0.0,,,0.0,,,0.0,,,,0.0,,0.70803,0.622939,0.168818,2.05295,-0.003763,183.859903,0.344328,,,,1975.0,56.0,48.0,29.0,19.0,13.0,16.0,0.604167,0.463102,28.0,0.583333,0.442811,1.815807,0.874434,,,0.0,,,0.0,,2.398455,4.512467,253.0,0.197709,0.182705,-0.813843,-0.039172,0.537772,0.517857,0.857143,0.517857,22.0,0.5909,2.272479,26.0,0.6154,1.544393,2.272479,1.544393,,,0.0,,,0.0,,,0.0,,,,0.0,,0.803645,0.636009,0.1903,2.076551,-0.000323,2146.082748,0.329911,,,,20952.0,56.0
GFI,PAAS,GDX,34.0,15.0,19.0,3.0,12.0,0.441176,0.288832,21.0,0.617647,0.450407,1.776199,0.918407,,,0.0,,,0.0,,1.935081,3.375466,10.0,0.292717,0.28714,-0.549483,0.048837,0.472016,0.263158,0.596491,0.263158,13.0,0.3846,1.027222,21.0,0.4762,2.215204,1.027222,2.215204,,,0.0,,,0.0,,,0.0,,,,0.0,,0.724546,1.114275,0.943426,1.934,-0.019429,35.327572,0.126191,,,,1236.0,57.0,19.0,11.0,8.0,0.0,11.0,0.578947,0.362756,9.0,0.473684,0.273295,2.798632,1.427416,,,0.0,,,0.0,,3.210444,5.023221,36.0,-0.106816,-0.095055,-1.324766,-0.592357,0.096418,0.192982,0.333333,0.192982,11.0,0.5455,3.125267,8.0,0.625,2.798632,3.125267,2.798632,,,0.0,,,0.0,,,0.0,,,,0.0,,0.714219,0.891414,0.458341,1.960628,-0.002273,304.560106,0.047564,,,,2066.0,57.0,48.0,30.0,18.0,11.0,19.0,0.625,0.483625,29.0,0.604167,0.463102,1.987889,0.956752,,,0.0,,,0.0,,2.494942,4.336184,275.0,0.236707,0.257255,-1.022696,-0.033617,0.578711,0.526316,0.842105,0.526316,23.0,0.7391,1.794141,25.0,0.52,2.160129,1.794141,2.160129,,,0.0,,,0.0,,,0.0,,,,0.0,,0.806339,0.832921,0.480026,2.077748,-0.000285,2427.791962,0.093439,,,,21327.0,57.0
HL,HYMC,GDX,26.0,23.0,3.0,1.0,22.0,0.884615,0.710237,20.0,0.769231,0.579481,1.103491,0.888265,,,0.0,,,0.0,,1.463477,2.572174,10.0,0.581472,0.705917,-0.773597,0.23037,0.619706,0.389831,0.440678,0.389831,12.0,0.8333,1.044258,14.0,0.9286,1.496762,1.044258,1.496762,,,0.0,,,0.0,,,0.0,,,,0.0,,0.737834,0.700561,-0.013031,1.242299,-0.097109,6.785383,0.159437,,,,962.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
