ticker,open_glob_total,open_glob_up_rate,open_glob_down_rate,open_glob_mean_move,open_glob_median_move,open_glob_mean_stack_delta,open_glob_median_stack_delta,open_5m_total,open_5m_up_rate,open_5m_down_rate,open_5m_mean_move,open_5m_median_move,open_5m_mean_stack_delta,open_5m_median_stack_delta,open_10m_total,open_10m_up_rate,open_10m_down_rate,open_10m_mean_move,open_10m_median_move,open_10m_mean_stack_delta,open_10m_median_stack_delta,open_15m_total,open_15m_up_rate,open_15m_down_rate,open_15m_mean_move,open_15m_median_move,open_15m_mean_stack_delta,open_15m_median_stack_delta,open_20m_total,open_20m_up_rate,open_20m_down_rate,open_20m_mean_move,open_20m_median_move,open_20m_mean_stack_delta,open_20m_median_stack_delta,open_30m_total,open_30m_up_rate,open_30m_down_rate,open_30m_mean_move,open_30m_median_move,open_30m_mean_stack_delta,open_30m_median_stack_delta
A,30.0,17.0,13.0,-0.09364720461522555,0.3927211700755051,-0.19399999999999992,0.044999999999999984,30.0,0.5666666666666667,0.43333333333333335,-0.09364720461522555,0.3927211700755051,-0.19399999999999992,0.044999999999999984,25.0,0.48,0.52,-0.09105358422970643,-0.3166353603916705,-0.12919999999999998,-0.17,24.0,0.375,0.625,-0.3797901009352657,-0.48787806552985646,-0.3874999999999999,-0.32999999999999996,34.0,0.5,0.5,-0.18127836902973857,0.024947029397226483,-0.31941176470588234,-0.345,29.0,0.4827586206896552,0.5172413793103449,-0.24767628189714175,-0.3904826866390376,-0.3624137931034483,-0.25999999999999995,30.0,0.5666666666666667,0.43333333333333335,-0.09364720461522555,0.3927211700755051,-0.19399999999999992,0.044999999999999984
AA,37.0,9.0,28.0,-0.5135793319747084,-0.9486433376428849,-0.47405405405405404,-1.0,37.0,0.24324324324324326,0.7567567567567568,-0.5135793319747084,-0.9486433376428849,-0.47405405405405404,-1.0,32.0,0.25,0.75,-0.431628314029757,-0.6030690371915615,-0.41218749999999993,-0.545,36.0,0.2777777777777778,0.7222222222222222,-0.4201009726927592,-0.8344466881013202,-0.38,-0.785,34.0,0.2647058823529412,0.7352941176470589,-0.5842097598395254,-1.238031545732693,-0.5952941176470589,-1.1949999999999998,36.0,0.25,0.75,-0.39595059425498585,-0.9289221670206349,-0.4519444444444443,-1.025,37.0,0.24324324324324326,0.7567567567567568,-0.5135793319747084,-0.9486433376428849,-0.47405405405405404,-1.0
AAAU,12.0,5.0,7.0,-0.03742470534519593,-0.3158985567890571,-0.0016666666666667052,-0.185,12.0,0.4166666666666667,0.5833333333333334,-0.03742470534519593,-0.3158985567890571,-0.0016666666666667052,-0.185,1.0,0.0,1.0,-0.38383829335839614,-0.38383829335839614,-0.29000000000000004,-0.29000000000000004,6.0,0.3333333333333333,0.6666666666666666,-0.11338861816277412,-0.31900874826060743,-0.10499999999999998,-0.26499999999999996,9.0,0.3333333333333333,0.6666666666666666,-0.14406543440586622,-0.34549739293332493,-0.13999999999999999,-0.39,8.0,0.5,0.5,0.010105173263322276,0.005800670501210359,0.00874999999999998,-0.03500000000000006,12.0,0.4166666666666667,0.5833333333333334,-0.03742470534519593,-0.3158985567890571,-0.0016666666666667052,-0.185
AACG,1.0,1.0,0.0,2.7717791159775684,2.7717791159775684,2.91,2.91,1.0,1.0,0.0,2.7717791159775684,2.7717791159775684,2.91,2.91,4.0,0.5,0.5,2.451950132012237,0.44171489939829334,1.7100000000000004,0.2200000000000002,3.0,0.3333333333333333,0.6666666666666666,0.009576575950590952,-0.8547000709448138,-2.21,-1.62,2.0,0.5,0.5,0.04372368354992329,0.04372368354992329,0.05500000000000005,0.05500000000000005,1.0,0.0,1.0,-1.2448120465286205,-1.2448120465286205,-1.3000000000000003,-1.3000000000000003,1.0,1.0,0.0,2.7717791159775684,2.7717791159775684,2.91,2.91
AAL,27.0,14.0,13.0,0.21524844819517275,0.5754846434549599,0.26777777777777784,0.25,27.0,0.5185185185185185,0.48148148148148145,0.21524844819517275,0.5754846434549599,0.26777777777777784,0.25,29.0,0.6206896551724138,0.3793103448275862,0.4148119495777026,0.5540227126394903,0.39724137931034487,0.41,31.0,0.5806451612903226,0.41935483870967744,0.28260377380830015,0.46754635317176607,0.41774193548387095,0.38,31.0,0.5806451612903226,0.41935483870967744,0.14481998818511113,0.34597004494214545,0.1251612903225807,0.12,27.0,0.5555555555555556,0.4444444444444444,0.1429311278054901,0.4966874660293108,0.1740740740740741,0.20999999999999985,27.0,0.5185185185185185,0.48148148148148145,0.21524844819517275,0.5754846434549599,0.26777777777777784,0.25
AALG,3.0,0.0,3.0,-1.1238867386402451,-1.2968321591619203,-1.7700000000000002,-1.8,3.0,0.0,1.0,-1.1238867386402451,-1.2968321591619203,-1.7700000000000002,-1.8,8.0,0.5,0.5,0.4767677372158427,0.12215422275976273,0.1650000000000002,-0.5299999999999998,9.0,0.2222222222222222,0.7777777777777778,0.1116767965663364,-0.6666637602306569,-0.0866666666666666,-0.6400000000000001,7.0,0.2857142857142857,0.7142857142857143,-0.3130715451309829,-0.6382922167795124,-0.5757142857142855,-1.06,7.0,0.2857142857142857,0.7142857142857143,-0.5672785471626117,-0.8672682438397028,-0.7971428571428572,-1.06,3.0,0.0,1.0,-1.1238867386402451,-1.2968321591619203,-1.7700000000000002,-1.8
AAMI,31.0,13.0,18.0,-0.5296015928709108,-0.4908482826506688,-0.2016129032258064,-0.1299999999999999,31.0,0.41935483870967744,0.5806451612903226,-0.5296015928709108,-0.4908482826506688,-0.2016129032258064,-0.1299999999999999,25.0,0.32,0.68,-0.6748630615382801,-0.8082463745593516,-0.064,0.16000000000000003,28.0,0.32142857142857145,0.6785714285714286,-0.6612292678613263,-0.6720620092394325,-0.24785714285714283,-0.30000000000000004,31.0,0.3548387096774194,0.6451612903225806,-0.7552822909729298,-0.6755639959567628,-0.47354838709677405,-0.42999999999999994,27.0,0.4074074074074074,0.5925925925925926,-0.5023652154872245,-0.562886788309791,-0.21481481481481476,-0.2799999999999999,31.0,0.41935483870967744,0.5806451612903226,-0.5296015928709108,-0.4908482826506688,-0.2016129032258064,-0.1299999999999999
AAOG,22.0,9.0,13.0,-1.2690994764297263,-1.4809900046298674,-1.8381818181818181,-3.4050000000000007,22.0,0.4090909090909091,0.5909090909090909,-1.2690994764297263,-1.4809900046298674,-1.8381818181818181,-3.4050000000000007,23.0,0.30434782608695654,0.6956521739130435,-1.6434261046728718,-3.5412158487916123,-2.4499999999999993,-3.4299999999999997,23.0,0.34782608695652173,0.6521739130434783,-0.9523272963113137,-3.585398860912503,-1.849565217391304,-4.25,23.0,0.34782608695652173,0.6521739130434783,-1.7171259059041817,-3.0097127560789083,-1.7465217391304346,-3.54,21.0,0.38095238095238093,0.6190476190476191,-1.102499275525247,-2.809831697779508,-1.4638095238095237,-2.0199999999999996,22.0,0.4090909090909091,0.5909090909090909,-1.2690994764297263,-1.4809900046298674,-1.8381818181818181,-3.4050000000000007
AAOI,36.0,17.0,19.0,-0.7775885579784907,-0.7167863508873717,-0.9613888888888888,-1.665,36.0,0.4722222222222222,0.5277777777777778,-0.7775885579784907,-0.7167863508873717,-0.9613888888888888,-1.665,41.0,0.36585365853658536,0.6341463414634146,-0.4809421009343424,-1.6420791709357951,-0.7148780487804877,-1.3399999999999999,38.0,0.42105263157894735,0.5789473684210527,-0.08642774231619214,-1.2012861351075932,-0.3631578947368422,-1.785,37.0,0.40540540540540543,0.5945945945945946,-0.45578034541626405,-1.6847422106221477,-0.5018918918918919,-2.21,37.0,0.43243243243243246,0.5675675675675675,-0.5784638105403087,-1.354016605432562,-0.587837837837838,-1.43,36.0,0.4722222222222222,0.5277777777777778,-0.7775885579784907,-0.7167863508873717,-0.9613888888888888,-1.665
AAON,38.0,18.0,20.0,-0.08076770970803215,-0.32611698608492334,-0.21447368421052632,0.07500000000000029,38.0,0.47368421052631576,0.5263157894736842,-0.08076770970803215,-0.32611698608492334,-0.21447368421052632,0.07500000000000029,35.0,0.6,0.4,0.18137324579465314,0.6163294805960007,-0.11028571428571435,-0.08,34.0,0.5294117647058824,0.47058823529411764,0.021932547877406876,0.35409741158080044,-0.08382352941176455,0.275,39.0,0.46153846153846156,0.5384615384615384,-0.13124332402407113,-0.46157601250973457,-0.2643589743589745,-0.24000000000000002,34.0,0.5,0.5,-0.1819060213649448,-0.052472334970865564,-0.24117647058823508,-0.25,38.0,0.47368421052631576,0.5263157894736842,-0.08076770970803215,-0.32611698608492334,-0.21447368421052632,0.07500000000000029
